path,filename,true_label,true_label_name,yolo_detected,yolo_conf,model_a_score,model_a_clip_danger_score,model_a_best_caption_number,model_a_best_caption,model_a_best_category,model_a_best_caption_score,model_b_score,model_b_best_caption_number,model_b_best_caption,model_b_best_category,model_b_best_caption_score,model_c_score,model_c_best_category
/content/drive/MyDrive/yolo-clip images/B2/candle166.jpg,candle166.jpg,0,not dangerous fire,TRUE,0.3469436765,7.44E-05,0.0002144575119,7,Candle flame burning in a dark environment,safe-fire,0.9755859375,0.0002144575119,7,Candle flame burning in a dark environment,safe-fire,0.9755859375,0.3469436765,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle167.jpg,candle167.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.000275850296,7,Candle flame burning in a dark environment,safe-fire,0.7270507813,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle168.jpg,candle168.jpg,0,not dangerous fire,TRUE,0.5580672026,4.31E-05,7.73E-05,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,7.73E-05,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,0.5580672026,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle169.jpg,candle169.jpg,0,not dangerous fire,TRUE,0.5441668034,0.0004473417134,0.0008220672607,7,Candle flame burning in a dark environment,safe-fire,0.9682617188,0.0008220672607,7,Candle flame burning in a dark environment,safe-fire,0.9682617188,0.5441668034,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle17.jpg,candle17.jpg,0,not dangerous fire,TRUE,0.6413362026,6.34E-05,9.89E-05,7,Candle flame burning in a dark environment,safe-fire,0.974609375,9.89E-05,7,Candle flame burning in a dark environment,safe-fire,0.974609375,0.6413362026,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle170.jpg,candle170.jpg,0,not dangerous fire,TRUE,0.4796851873,1.90E-05,3.97E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,3.97E-05,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.4796851873,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle171.jpg,candle171.jpg,0,not dangerous fire,TRUE,0.5511898398,0.0003190729454,0.0005788803101,7,Candle flame burning in a dark environment,safe-fire,0.9907226563,0.0005788803101,7,Candle flame burning in a dark environment,safe-fire,0.9907226563,0.5511898398,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle172.jpg,candle172.jpg,0,not dangerous fire,TRUE,0.3643276691,1.11E-05,3.06E-05,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,3.06E-05,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.3643276691,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle173.jpg,candle173.jpg,0,not dangerous fire,TRUE,0.5033455491,0.0001308075544,0.0002598762512,7,Candle flame burning in a dark environment,safe-fire,0.9267578125,0.0002598762512,7,Candle flame burning in a dark environment,safe-fire,0.9267578125,0.5033455491,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle174.jpg,candle174.jpg,0,not dangerous fire,TRUE,0.5864930153,0.0007416627295,0.001264572144,7,Candle flame burning in a dark environment,safe-fire,0.9096679688,0.001264572144,7,Candle flame burning in a dark environment,safe-fire,0.9096679688,0.5864930153,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle175.jpg,candle175.jpg,0,not dangerous fire,TRUE,0.2963071465,0.0004860384865,0.001640319824,7,Candle flame burning in a dark environment,safe-fire,0.9799804688,0.001640319824,7,Candle flame burning in a dark environment,safe-fire,0.9799804688,0.2963071465,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle176.jpg,candle176.jpg,0,not dangerous fire,TRUE,0.2955746055,0.0001967535731,0.0006656646729,7,Candle flame burning in a dark environment,safe-fire,0.9291992188,0.0006656646729,7,Candle flame burning in a dark environment,safe-fire,0.9291992188,0.2955746055,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle177.jpg,candle177.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.72E-05,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle178.jpg,candle178.jpg,0,not dangerous fire,TRUE,0.6366538405,0.0008014517493,0.001258850098,7,Candle flame burning in a dark environment,safe-fire,0.9575195313,0.001258850098,7,Candle flame burning in a dark environment,safe-fire,0.9575195313,0.6366538405,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle179.jpg,candle179.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.79E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle18.jpg,candle18.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001503229141,7,Candle flame burning in a dark environment,safe-fire,0.9853515625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle180.jpg,candle180.jpg,0,not dangerous fire,TRUE,0.4106121361,0.0002347583538,0.0005717277527,7,Candle flame burning in a dark environment,safe-fire,0.958984375,0.0005717277527,7,Candle flame burning in a dark environment,safe-fire,0.958984375,0.4106121361,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle181.jpg,candle181.jpg,0,not dangerous fire,TRUE,0.3033328354,6.94E-06,2.29E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,2.29E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0.3033328354,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle182.jpg,candle182.jpg,0,not dangerous fire,TRUE,0.6168546081,9.74E-06,1.58E-05,7,Candle flame burning in a dark environment,safe-fire,0.9965820313,1.58E-05,7,Candle flame burning in a dark environment,safe-fire,0.9965820313,0.6168546081,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle183.jpg,candle183.jpg,0,not dangerous fire,TRUE,0.3487688005,2.04E-06,5.84E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,5.84E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.3487688005,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle184.jpg,candle184.jpg,0,not dangerous fire,TRUE,0.5724992156,0.0003292246122,0.0005750656128,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.4970703125,0.0005750656128,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.4970703125,0.5724992156,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle185.jpg,candle185.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001754760742,7,Candle flame burning in a dark environment,safe-fire,0.9926757813,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle186.jpg,candle186.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0005631446838,4,Gas stove with blue flame cooking,safe-fire,0.55078125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle187.jpg,candle187.jpg,0,not dangerous fire,TRUE,0.3101077378,0.01100632626,0.03549194336,7,Candle flame burning in a dark environment,safe-fire,0.4296875,0.03549194336,7,Candle flame burning in a dark environment,safe-fire,0.4296875,0.3101077378,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle188.jpg,candle188.jpg,0,not dangerous fire,TRUE,0.5640951991,0.0001277662371,0.0002264976501,7,Candle flame burning in a dark environment,safe-fire,0.5595703125,0.0002264976501,7,Candle flame burning in a dark environment,safe-fire,0.5595703125,0.5640951991,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle189.jpg,candle189.jpg,0,not dangerous fire,TRUE,0.5575206876,0.0001272075887,0.0002281665802,7,Candle flame burning in a dark environment,safe-fire,0.9755859375,0.0002281665802,7,Candle flame burning in a dark environment,safe-fire,0.9755859375,0.5575206876,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle19.jpg,candle19.jpg,0,not dangerous fire,TRUE,0.4304336309,2.09E-05,4.86E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,4.86E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.4304336309,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle190.jpg,candle190.jpg,0,not dangerous fire,TRUE,0.5912400484,5.75E-05,9.73E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,9.73E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.5912400484,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle191.jpg,candle191.jpg,0,not dangerous fire,TRUE,0.7686058283,4.36E-05,5.67E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,5.67E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0.7686058283,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle192.jpg,candle192.jpg,0,not dangerous fire,TRUE,0.4040139616,0.0003269251312,0.0008091926575,7,Candle flame burning in a dark environment,safe-fire,0.9858398438,0.0008091926575,7,Candle flame burning in a dark environment,safe-fire,0.9858398438,0.4040139616,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle193.jpg,candle193.jpg,0,not dangerous fire,TRUE,0.3103240132,0.0001639552148,0.0005283355713,7,Candle flame burning in a dark environment,safe-fire,0.9931640625,0.0005283355713,7,Candle flame burning in a dark environment,safe-fire,0.9931640625,0.3103240132,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle194.jpg,candle194.jpg,0,not dangerous fire,TRUE,0.5165197253,0.0005768247589,0.001116752625,7,Candle flame burning in a dark environment,safe-fire,0.955078125,0.001116752625,7,Candle flame burning in a dark environment,safe-fire,0.955078125,0.5165197253,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle195.jpg,candle195.jpg,0,not dangerous fire,TRUE,0.4410746992,0.0001081048943,0.0002450942993,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.0002450942993,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.4410746992,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle196.jpg,candle196.jpg,0,not dangerous fire,TRUE,0.2691233754,0.0003221033441,0.001196861267,7,Candle flame burning in a dark environment,safe-fire,0.5927734375,0.001196861267,7,Candle flame burning in a dark environment,safe-fire,0.5927734375,0.2691233754,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle197.jpg,candle197.jpg,0,not dangerous fire,TRUE,0.7450640798,0.0002836864794,0.0003807544708,7,Candle flame burning in a dark environment,safe-fire,0.8125,0.0003807544708,7,Candle flame burning in a dark environment,safe-fire,0.8125,0.7450640798,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle198.jpg,candle198.jpg,0,not dangerous fire,TRUE,0.6048849821,0.000759728929,0.001255989075,7,Candle flame burning in a dark environment,safe-fire,0.9599609375,0.001255989075,7,Candle flame burning in a dark environment,safe-fire,0.9599609375,0.6048849821,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle199.jpg,candle199.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0007734298706,7,Candle flame burning in a dark environment,safe-fire,0.9819335938,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle2.jpg,candle2.jpg,0,not dangerous fire,TRUE,0.3247565329,5.07E-05,0.0001561641693,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.0001561641693,7,Candle flame burning in a dark environment,safe-fire,0.9936523438,0.3247565329,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle20.jpg,candle20.jpg,0,not dangerous fire,TRUE,0.3545601368,2.13E-05,6.00E-05,7,Candle flame burning in a dark environment,safe-fire,0.9877929688,6.00E-05,7,Candle flame burning in a dark environment,safe-fire,0.9877929688,0.3545601368,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle200.jpg,candle200.jpg,0,not dangerous fire,TRUE,0.4236537218,1.29E-06,3.04E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9985351563,3.04E-06,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.9985351563,0.4236537218,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle21.jpg,candle21.jpg,0,not dangerous fire,TRUE,0.3549503982,3.45E-05,9.72E-05,7,Candle flame burning in a dark environment,safe-fire,0.9516601563,9.72E-05,7,Candle flame burning in a dark environment,safe-fire,0.9516601563,0.3549503982,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle22.jpg,candle22.jpg,0,not dangerous fire,TRUE,0.3491362929,0.0001033015584,0.0002958774567,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.0002958774567,7,Candle flame burning in a dark environment,safe-fire,0.9970703125,0.3491362929,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle23.jpg,candle23.jpg,0,not dangerous fire,TRUE,0.4506343007,8.30E-06,1.84E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,1.84E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.4506343007,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle24.jpg,candle24.jpg,0,not dangerous fire,TRUE,0.6231721044,5.28E-05,8.48E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,8.48E-05,7,Candle flame burning in a dark environment,safe-fire,0.9975585938,0.6231721044,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle25.jpg,candle25.jpg,0,not dangerous fire,TRUE,0.509986639,2.22E-05,4.36E-05,7,Candle flame burning in a dark environment,safe-fire,0.9912109375,4.36E-05,7,Candle flame burning in a dark environment,safe-fire,0.9912109375,0.509986639,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle26.jpg,candle26.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,4.71E-05,7,Candle flame burning in a dark environment,safe-fire,0.9956054688,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle27.jpg,candle27.jpg,0,not dangerous fire,TRUE,0.3293448985,6.75E-06,2.05E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,2.05E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,0.3293448985,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle28.jpg,candle28.jpg,0,not dangerous fire,TRUE,0.3022745252,0.02213924745,0.0732421875,7,Candle flame burning in a dark environment,safe-fire,0.5180664063,0.0732421875,7,Candle flame burning in a dark environment,safe-fire,0.5180664063,0.3022745252,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle29.jpg,candle29.jpg,0,not dangerous fire,TRUE,0.6204252243,6.38E-05,0.0001028776169,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.0001028776169,7,Candle flame burning in a dark environment,safe-fire,0.9951171875,0.6204252243,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle3.jpg,candle3.jpg,0,not dangerous fire,TRUE,0.3938630223,1.33E-05,3.38E-05,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,3.38E-05,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.3938630223,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle30.jpg,candle30.jpg,0,not dangerous fire,TRUE,0.6647699475,0.0001145908051,0.0001723766327,7,Candle flame burning in a dark environment,safe-fire,0.9921875,0.0001723766327,7,Candle flame burning in a dark environment,safe-fire,0.9921875,0.6647699475,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle31.jpg,candle31.jpg,0,not dangerous fire,TRUE,0.6944406033,2.70E-05,3.89E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,3.89E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,0.6944406033,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle32.jpg,candle32.jpg,0,not dangerous fire,TRUE,0.3426369429,4.31E-06,1.26E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,1.26E-05,7,Candle flame burning in a dark environment,safe-fire,0.9985351563,0.3426369429,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle33.jpg,candle33.jpg,0,not dangerous fire,TRUE,0.6443598866,0.005673151468,0.008804321289,7,Candle flame burning in a dark environment,safe-fire,0.9306640625,0.008804321289,7,Candle flame burning in a dark environment,safe-fire,0.9306640625,0.6443598866,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle34.jpg,candle34.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0002794265747,7,Candle flame burning in a dark environment,safe-fire,0.9907226563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle35.jpg,candle35.jpg,0,not dangerous fire,TRUE,0.307128042,8.99E-06,2.93E-05,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,2.93E-05,7,Candle flame burning in a dark environment,safe-fire,0.9916992188,0.307128042,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle36.jpg,candle36.jpg,0,not dangerous fire,TRUE,0.426797092,1.14E-05,2.68E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,2.68E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,0.426797092,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle37.jpg,candle37.jpg,0,not dangerous fire,TRUE,0.5042045116,2.86E-06,5.66E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,5.66E-06,7,Candle flame burning in a dark environment,safe-fire,0.9990234375,0.5042045116,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle38.jpg,candle38.jpg,0,not dangerous fire,TRUE,0.6296021342,1.48E-05,2.35E-05,7,Candle flame burning in a dark environment,safe-fire,0.9907226563,2.35E-05,7,Candle flame burning in a dark environment,safe-fire,0.9907226563,0.6296021342,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle39.jpg,candle39.jpg,0,not dangerous fire,TRUE,0.488742888,1.19E-05,2.44E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,2.44E-05,7,Candle flame burning in a dark environment,safe-fire,0.998046875,0.488742888,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B2/candle4.jpg,candle4.jpg,0,not dangerous fire,TRUE,0.3379423022,5.27E-05,0.0001558065414,7,Candle flame burning in a dark environment,safe-fire,0.9887695313,0.0001558065414,7,Candle flame burning in a dark environment,safe-fire,0.9887695313,0.3379423022,yolo-fire-detected
